timestamp,ax,ay,az,gx,gy,gz
0.0,0.0337,0.0203,-1.0505,3.969,1.219,0.094
5.0,0.03326,0.02046,-1.0507,3.9124000000000003,1.2066,0.0752
10.0,0.0276,0.019325,-1.0520500000000002,4.00825,1.3512499999999998,-0.1405
15.0,-0.0025800000000000024,0.010520000000000002,-1.05478,4.5066,1.8372000000000002,-1.3124000000000002
20.0,-0.06470000000000001,-0.015,-1.0565,5.4845,2.75,-4.219
25.0,-0.1246,-0.06337999999999999,-1.05456,6.556,3.7186,-8.1186
30.0,-0.123,-0.11918000000000001,-1.0521800000000001,7.056,4.2188,-9.6438
35.0,-0.04325,-0.1663,-1.056975,7.50775,4.671749999999999,-6.086
40.0,0.0676,-0.1482,-1.074,9.875,6.281,3.0939999999999994
45.0,0.1118,-0.06129999999999999,-1.0857,14.375,8.562,10.562
50.0,0.11602,0.06808,-1.08142,20.6372,10.2128,15.4686
55.0,0.113175,0.14507499999999998,-1.066225,24.29725,10.093499999999999,16.75025
60.0,0.1166,0.1611,-1.05068,24.962600000000002,9.1128,16.9188
65.0,0.11478,0.1315,-1.0473400000000002,23.594,8.575,17.3434
70.0,0.09545000000000001,0.08125,-1.0553,21.922,8.8125,18.328000000000003
75.0,0.0631,0.03886,-1.06476,21.525,9.725,19.3126
80.0,0.035500000000000004,0.013600000000000001,-1.0665,22.491999999999997,10.6875,19.695500000000003
85.0,0.0241,0.007339999999999999,-1.0669199999999999,23.7562,11.475,19.119
90.0,0.0149,0.0156,-1.0764,24.719,13.75,17.844
95.0,0.002700000000000001,0.0342,-1.084,24.406,17.938,17.688
100.0,-0.008199999999999999,0.059179999999999996,-1.07166,22.4252,23.4376,21.0
105.0,-0.008239999999999999,0.06888,-1.0471,20.4812,25.3128,26.2438
110.0,0.001425,0.05600000000000001,-1.02115,19.429499999999997,22.11675,32.508
115.0,0.01795,0.01575,-1.0161,20.1405,12.4215,37.5315
120.0,0.02684,-0.01754,-1.04,21.9252,2.956200000000001,38.2002
125.0,0.0185304347826087,-0.015169565217391306,-1.0587086956521738,23.348260869565216,-0.599,37.40217391304348
130.0,0.0017478260869565262,0.00504782608695652,-1.0695565217391305,24.448695652173914,-1.129,36.61413043478261
135.0,-0.015034782608695646,0.02526521739130434,-1.080404347826087,25.549130434782608,-1.6589999999999998,35.82608695652174
140.0,-0.03181739130434782,0.04548260869565217,-1.0912521739130436,26.649565217391306,-2.189,35.03804347826087
145.0,-0.04859999999999999,0.0657,-1.1021,27.75,-2.719,34.25
150.0,-0.06232000000000001,0.02486,-1.0857,27.8442,-2.6248,30.6436
155.0,-0.052125000000000005,-0.004325,-1.0802,29.14075,-1.3515000000000001,22.43775
160.0,0.004059999999999998,-0.0064399999999999995,-1.1103,33.4312,2.0064,10.119
165.0,0.09122,0.011880000000000002,-1.17488,40.5312,4.9502,0.6811999999999996
170.0,0.2061,0.032600000000000004,-1.27915,52.296499999999995,5.2345,-4.438
175.0,0.3004,0.03046,-1.39368,67.4938,-0.12480000000000047,-2.6938
180.0,0.3442,-0.002400000000000003,-1.495775,86.078,-12.062,4.8985
185.0,0.3326,-0.042300000000000004,-1.5597,104.9058,-25.7628,14.250200000000001
190.0,0.2896,-0.0725,-1.6045,127.781,-38.688,24.688
195.0,0.2529,-0.075,-1.6255,146.656,-42.5,31.469
200.0,0.21998,-0.06373999999999999,-1.6379,166.3684,-37.7124,36.705999999999996
205.0,0.19125,-0.060025,-1.6346,180.68775,-29.352,39.18725
210.0,0.14930000000000002,-0.07528,-1.6095000000000002,195.1938,-21.0316,39.981
215.0,0.10105,-0.0995,-1.57345,210.5465,-17.563,39.531
220.0,0.058859999999999996,-0.11460000000000001,-1.54532,227.7184,-18.3316,38.7252
225.0,0.0358,-0.111775,-1.539675,245.19525,-20.12525,38.20325
230.0,0.037380000000000004,-0.1011,-1.55318,257.975,-19.469,38.225
235.0,0.05188,-0.0973,-1.5684799999999999,266.7252,-16.2438,38.574799999999996
240.0,0.0735,-0.1067,-1.5745,275.219,-11.406,39.469
245.0,0.0869,-0.1208,-1.5635,283.156,-9.281,41.125
250.0,0.09222,-0.12504,-1.5388600000000001,294.4064,-11.0308,45.656
255.0,0.08945,-0.11225,-1.513025,303.33575,-15.06225,52.0545
260.0,0.08146,-0.09088,-1.4750800000000002,310.1002,-20.1562,61.062400000000004
265.0,0.0736,-0.0796,-1.4243000000000001,314.32849999999996,-23.922,69.625
270.0,0.06796,-0.08488,-1.36062,317.8062,-26.075,75.9748
275.0,0.06406,-0.10152,-1.29684,320.8124,-26.9436,78.5248
280.0,0.05665,-0.127225,-1.2237,323.64099999999996,-26.9925,77.383
285.0,0.04278,-0.15262,-1.16464,324.7376,-25.9876,72.7688
290.0,0.015100000000000002,-0.1863,-1.1106,323.906,-23.344,64.25
295.0,-0.019799999999999998,-0.2251,-1.0791,322.469,-20.344,54.906
300.0,-0.07284,-0.28756,-1.0621800000000001,322.731,-18.3872,42.9184
305.0,-0.118425,-0.348375,-1.069575,325.74975,-19.78875,33.422
310.0,-0.15206,-0.40946000000000005,-1.1032,332.1936,-25.5066,25.506
315.0,-0.15894,-0.45006,-1.1441999999999999,339.6126,-33.1628,20.9562
320.0,-0.1416,-0.47750000000000004,-1.1835,348.6405,-42.8905,18.015500000000003
325.0,-0.10876250000000001,-0.47973750000000004,-1.176175,356.59325,-50.988,16.976125
330.0,-0.07553333333333334,-0.46963333333333335,-1.1409666666666667,362.8953333333333,-56.958,16.833000000000002
335.0,-0.042304166666666684,-0.4595291666666667,-1.1057583333333334,369.1974166666667,-62.928,16.689875
340.0,-0.009075,-0.449425,-1.07055,375.4995,-68.898,16.54675
345.0,0.02415416666666667,-0.4393208333333334,-1.0353416666666666,381.8015833333333,-74.868,16.403625
350.0,0.04724,-0.41308,-0.9688,385.3372,-76.83720000000001,18.3442
355.0,0.040025000000000005,-0.3983,-0.91525,385.312,-76.45275,20.46125
360.0,-0.0011000000000000038,-0.40096,-0.86008,384.0248,-76.2998,22.4252
365.0,-0.06132,-0.42222,-0.82502,382.7562,-77.0748,23.1312
370.0,-0.13685,-0.4563,-0.8076,381.406,-78.3125,22.391
375.0,-0.200725,-0.48255,-0.80485,379.15625,-77.74975,20.047
380.0,-0.2121,-0.47826,-0.7969,376.0002,-72.8812,17.9496
385.0,-0.18247999999999998,-0.45622,-0.7709,371.844,-63.2748,16.6628
390.0,-0.1135,-0.4255,-0.7146,365.938,-46.781,16.125
395.0,-0.040619999999999996,-0.40926,-0.6387,359.1504,-28.412799999999997,16.587999999999997
400.0,-0.0005399999999999997,-0.40828000000000003,-0.57312,352.3624,-15.274600000000001,17.4442
405.0,0.0093,-0.419175,-0.5071,343.2185,-5.70325,18.922
410.0,-0.01818,-0.4453,-0.44079999999999997,330.7504,-1.0504,21.131
415.0,-0.0742,-0.4866,-0.3862,318.0155,-2.4844999999999997,23.328
420.0,-0.15104,-0.54224,-0.34762,306.312,-10.1436,24.85
425.0,-0.24482500000000001,-0.600125,-0.334675,294.92975,-24.5935,24.898249999999997
430.0,-0.3307,-0.62674,-0.35312,282.1186,-42.1064,22.7314
435.0,-0.4058,-0.6143,-0.3967,261.969,-63.844,17.375
440.0,-0.4236,-0.5862,-0.4294,243.75,-80.625,11.219
445.0,-0.3933,-0.5769,-0.438,231.688,-93.344,5.469
450.0,-0.3089,-0.60916,-0.41632,229.64419999999998,-98.344,0.95
455.0,-0.22495,-0.65965,-0.38722500000000004,233.51575,-93.11749999999999,-0.8125
460.0,-0.15442,-0.7205999999999999,-0.35598,237.41840000000002,-78.86280000000001,-0.3248
465.0,-0.12795,-0.7736,-0.32055,239.3905,-61.8905,2.4379999999999997
470.0,-0.14696,-0.80974,-0.26754,243.66899999999998,-45.706,6.7188
475.0,-0.20425,-0.80665,-0.19285,254.38324999999998,-31.8595,10.89075
480.0,-0.26584,-0.75546,-0.12061999999999999,267.788,-23.494,13.268600000000001
485.0,-0.30904000000000004,-0.68274,-0.060259999999999994,278.8124,-21.9188,15.4064
490.0,-0.3301,-0.6072,-0.0022000000000000006,285.938,-31.219,20.719
495.0,-0.3208,-0.5808,0.0337,285.156,-49.656,29.188
500.0,-0.28576,-0.5874199999999999,0.06178,276.6558,-74.8936,41.7186
505.0,-0.23395,-0.604625,0.08057500000000001,264.7655,-89.5705,51.02375
510.0,-0.1562,-0.616,0.10692,249.769,-89.9748,56.4504
515.0,-0.08165,-0.6129,0.14279999999999998,235.9375,-76.67150000000001,56.75
520.0,-0.03758,-0.60542,0.1812,223.006,-57.2374,53.6374
525.0,-0.0543625,-0.6213,0.1906,215.449,-50.914125,49.976625
530.0,-0.0978,-0.6513,0.18393333333333334,210.52066666666667,-52.646,46.396
535.0,-0.1412375,-0.6812999999999999,0.17726666666666666,205.59233333333333,-54.377875,42.815375
540.0,-0.184675,-0.7112999999999999,0.1706,200.664,-56.109750000000005,39.234750000000005
545.0,-0.22811250000000002,-0.7413,0.16393333333333332,195.73566666666667,-57.841625,35.654125
550.0,-0.24382500000000001,-0.736475,0.16535,192.75824999999998,-72.3595,32.76575
555.0,-0.23587999999999998,-0.71634,0.18816,187.7938,-78.1504,31.1252
560.0,-0.22677999999999998,-0.70406,0.21660000000000001,182.481,-75.8814,29.668599999999998
565.0,-0.2234,-0.70345,0.24730000000000002,177.5625,-66.125,27.9375
570.0,-0.2307,-0.71646,0.27116,173.9376,-51.7564,26.2628
575.0,-0.245325,-0.7407250000000001,0.28842500000000004,170.10174999999998,-36.36725,25.1255
580.0,-0.25856,-0.76748,0.29666,165.4686,-26.474600000000002,25.3628
585.0,-0.2688,-0.7952,0.2944,159.469,-23.688,27.875
590.0,-0.272,-0.8101,0.2815,155.375,-30.25,32.438
595.0,-0.2698,-0.8201,0.2666,153.219,-42.5,38.531
