label,device_ms,ax,ay,az,gx,gy,gz,recv_unix_time
backhand,309015,-0.1807,-0.3689,0.7371,23.312,-124.344,-91.156,1788095319.231
backhand,309020,-0.1841,-0.3379,0.7561,23.250,-123.812,-90.031,1788095319.235
backhand,309024,-0.1880,-0.3088,0.7781,22.156,-121.719,-89.031,1788095319.240
backhand,309029,-0.1902,-0.2817,0.7998,20.156,-118.875,-88.031,1788095319.244
backhand,309033,-0.1919,-0.2556,0.8169,17.531,-116.562,-86.875,1788095319.249
backhand,309038,-0.1960,-0.2307,0.8267,14.656,-116.094,-85.594,1788095319.253
backhand,309042,-0.2051,-0.2058,0.8293,11.812,-118.344,-84.438,1788095319.258
backhand,309070,-0.1904,-0.0034,0.8662,-6.938,-172.188,-83.500,1788095319.286
backhand,309075,-0.1597,0.0386,0.8904,-11.406,-181.219,-83.875,1788095319.290
backhand,309079,-0.1289,0.0850,0.9148,-16.562,-189.219,-84.625,1788095319.294
backhand,309083,-0.1018,0.1382,0.9370,-22.531,-196.062,-85.938,1788095319.299
backhand,309088,-0.0815,0.2004,0.9558,-29.562,-201.469,-88.125,1788095319.303
backhand,309092,-0.0710,0.2725,0.9707,-37.812,-204.906,-91.500,1788095319.308
backhand,309097,-0.0720,0.3542,0.9810,-47.375,-205.719,-96.406,1788095319.312
backhand,309101,-0.0820,0.4446,0.9861,-58.188,-203.781,-103.219,1788095319.317
backhand,309106,-0.0955,0.5398,0.9878,-70.062,-199.406,-112.219,1788095319.321
backhand,309111,-0.1060,0.6360,0.9885,-82.781,-193.344,-123.438,1788095319.326
backhand,309115,-0.1091,0.7312,0.9927,-96.156,-186.531,-136.812,1788095319.330
backhand,309120,-0.1008,0.8245,1.0042,-110.375,-179.812,-152.125,1788095319.336
backhand,309124,-0.0791,0.9143,1.0261,-126.375,-173.844,-169.000,1788095319.340
backhand,309129,-0.0430,0.9980,1.0608,-145.375,-168.875,-186.781,1788095319.344
backhand,309134,0.0076,1.0720,1.1069,-168.656,-164.969,-204.469,1788095319.349
backhand,309138,0.0696,1.1355,1.1611,-196.938,-162.438,-220.875,1788095319.354
backhand,309142,0.1382,1.1912,1.2200,-230.250,-162.625,-234.906,1788095319.358
backhand,309147,0.2046,1.2446,1.2812,-268.250,-167.938,-245.969,1788095319.362
backhand,309151,0.2583,1.3044,1.3428,-310.656,-181.031,-253.750,1788095319.367
backhand,309156,0.2908,1.3801,1.3997,-357.969,-203.188,-258.375,1788095319.371
backhand,309160,0.3010,1.4805,1.4412,-411.250,-233.000,-259.969,1788095319.376
backhand,309165,0.2991,1.6082,1.4541,-471.562,-266.438,-258.688,1788095319.380
backhand,309169,0.3008,1.7612,1.4277,-539.062,-298.188,-255.031,1788095319.385
backhand,309174,0.3213,1.9338,1.3599,-612.031,-322.750,-250.281,1788095319.389
backhand,309179,0.3672,2.1179,1.2563,-687.344,-335.406,-246.188,1788095319.394
backhand,309183,0.4370,2.3059,1.1274,-761.562,-332.625,-244.375,1788095319.398
backhand,309188,0.5254,2.4951,0.9819,-832.969,-312.719,-245.844,1788095319.402
backhand,309192,0.6274,2.6855,0.8250,-902.156,-276.062,-250.844,1788095319.407
backhand,309197,0.7400,2.8752,0.6528,-970.406,-224.906,-258.938,1788095319.412
backhand,309201,0.8625,3.0583,0.4583,-1024.000,-163.188,-269.688,1788095319.417
backhand,309206,0.9973,3.2310,0.2417,-1024.000,-96.188,-282.750,1788095319.421
backhand,309210,1.1479,3.3972,0.0122,-1024.000,-29.719,-297.500,1788095319.425
backhand,309215,1.3181,3.5701,-0.2205,-1024.000,31.375,-312.531,1788095319.430
backhand,309220,1.5042,3.7598,-0.4668,-1024.000,84.625,-325.406,1788095319.435
backhand,309224,1.6936,3.9587,-0.7703,-1024.000,130.438,-333.625,1788095319.440
backhand,309229,1.8696,4.1335,-1.1926,-1024.000,170.969,-335.688,1788095319.444
backhand,309233,2.0242,4.2380,-1.7686,-1024.000,206.375,-331.812,1788095319.449
backhand,309238,2.1594,4.2397,-2.4634,-1024.000,231.500,-322.969,1788095319.453
backhand,309242,2.2756,4.1421,-3.1719,-1024.000,236.719,-309.281,1788095319.458
backhand,309271,1.2144,2.7524,-4.5088,-1024.000,-90.906,-85.062,1788095319.487
backhand,309274,0.9937,2.4441,-4.3823,-940.469,-142.719,-54.938,1788095319.490
backhand,309279,0.9011,2.1426,-4.1646,-839.531,-180.906,-39.031,1788095319.495
backhand,309283,0.9041,1.8711,-3.8958,-751.031,-198.719,-33.781,1788095319.499
backhand,309287,0.9465,1.6357,-3.6521,-679.719,-192.125,-34.219,1788095319.503
backhand,309292,0.9797,1.4163,-3.5090,-622.625,-162.594,-37.844,1788095319.508
backhand,309297,0.9905,1.1772,-3.5000,-569.969,-117.156,-45.594,1788095319.512
backhand,309301,1.0034,0.9009,-3.5996,-509.875,-66.281,-58.969,1788095319.517
backhand,309306,1.0588,0.6138,-3.7429,-433.875,-20.250,-76.469,1788095319.521
backhand,309310,1.1770,0.3760,-3.8613,-340.969,13.844,-92.688,1788095319.525
backhand,309315,1.3435,0.2449,-3.9080,-237.500,33.531,-100.844,1788095319.530
backhand,309319,1.5129,0.2432,-3.8630,-133.500,40.188,-96.375,1788095319.535
backhand,309324,1.6321,0.3540,-3.7263,-38.062,37.062,-78.906,1788095319.539
backhand,309328,1.6638,0.5349,-3.5078,43.438,27.938,-52.000,1788095319.544
backhand,309334,1.6016,0.7351,-3.2251,109.031,16.625,-21.062,1788095319.549
backhand,309338,1.4607,0.9092,-2.9019,158.625,7.000,8.594,1788095319.552
backhand,309342,1.2664,1.0264,-2.5659,192.812,2.656,32.781,1788095319.557
backhand,309347,1.0422,1.0737,-2.2437,212.250,6.156,48.625,1788095319.562
backhand,309352,0.8101,1.0552,-1.9565,217.969,18.281,54.844,1788095319.567
backhand,309356,0.5923,0.9832,-1.7234,212.062,37.188,52.000,1788095319.571
backhand,309361,0.4136,0.8745,-1.5557,198.188,58.250,42.500,1788095319.576
backhand,309365,0.2969,0.7451,-1.4546,181.156,75.625,29.969,1788095319.580
backhand,309369,0.2544,0.6074,-1.4089,165.719,84.469,17.875,1788095319.585
backhand,309374,0.2803,0.4722,-1.3975,155.219,82.844,8.875,1788095319.589
backhand,309379,0.3528,0.3481,-1.3984,151.062,72.094,4.125,1788095319.594
backhand,309383,0.4434,0.2446,-1.3950,152.812,55.781,3.344,1788095319.599
backhand,309388,0.5315,0.1697,-1.3765,159.250,38.062,5.188,1788095319.603
backhand,309392,0.6111,0.1270,-1.3372,168.844,22.156,8.031,1788095319.608
backhand,309397,0.6873,0.1157,-1.2739,180.250,9.969,10.781,1788095319.612
backhand,309401,0.7666,0.1318,-1.1858,192.094,1.844,13.125,1788095319.616
backhand,309406,0.8501,0.1687,-1.0747,202.750,-2.531,15.406,1788095319.621
backhand,309410,0.9314,0.2180,-0.9463,210.375,-3.594,18.000,1788095319.625
backhand,309415,1.0012,0.2690,-0.8115,213.375,-1.438,21.094,1788095319.630
backhand,309420,1.0525,0.3142,-0.6848,211.125,3.750,24.625,1788095319.635
backhand,309424,1.0833,0.3491,-0.5798,204.250,11.625,28.250,1788095319.639
backhand,309429,1.0957,0.3723,-0.5044,194.188,21.312,31.625,1788095319.643
backhand,309433,1.0952,0.3838,-0.4595,182.750,31.781,34.500,1788095319.649
backhand,309438,1.0869,0.3850,-0.4385,171.281,41.875,36.719,1788095319.653
backhand,309442,1.0752,0.3779,-0.4333,160.469,50.656,38.375,1788095319.658
backhand,309468,1.0212,0.2537,-0.5059,101.062,46.062,48.000,1788095319.684
backhand,309472,1.0146,0.3096,-0.5059,101.062,46.062,48.000,1788095319.687
backhand,309475,1.0083,0.3013,-0.5347,91.688,37.062,51.406,1788095319.690
backhand,309479,0.9998,0.2878,-0.5754,83.156,28.000,55.031,1788095319.694
backhand,309483,0.9858,0.2686,-0.6331,76.094,20.062,58.094,1788095319.698
backhand,309488,0.9651,0.2449,-0.7109,71.375,14.312,59.906,1788095319.703
backhand,309492,0.9407,0.2185,-0.8071,69.906,11.250,60.250,1788095319.708
backhand,309497,0.9207,0.1917,-0.9128,72.500,10.656,59.312,1788095319.712
backhand,309501,0.9143,0.1667,-1.0132,79.312,11.812,57.500,1788095319.717
backhand,309506,0.9277,0.1472,-1.0928,89.562,14.062,55.531,1788095319.721
backhand,309510,0.9602,0.1370,-1.1409,101.844,17.219,54.281,1788095319.725
backhand,309515,1.0024,0.1365,-1.1572,114.594,21.531,54.625,1788095319.730
backhand,309519,1.0417,0.1426,-1.1494,126.562,26.938,57.156,1788095319.734
backhand,309524,1.0667,0.1501,-1.1284,137.125,33.156,61.625,1788095319.739
backhand,309528,1.0715,0.1555,-1.1023,146.219,39.562,67.188,1788095319.743
backhand,309533,1.0571,0.1584,-1.0747,154.219,45.438,72.844,1788095319.748
backhand,309537,1.0293,0.1599,-1.0444,161.375,50.156,77.938,1788095319.753
backhand,309542,0.9939,0.1624,-1.0095,167.562,53.219,82.125,1788095319.758
backhand,309547,0.9558,0.1663,-0.9707,172.438,54.438,85.531,1788095319.762
backhand,309551,0.9175,0.1704,-0.9314,175.594,53.875,88.219,1788095319.766
backhand,309556,0.8804,0.1733,-0.8975,176.969,51.906,90.156,1788095319.771
backhand,309560,0.8462,0.1729,-0.8750,177.000,49.000,91.156,1788095319.775
backhand,309565,0.8179,0.1685,-0.8679,176.406,45.500,91.281,1788095319.780
backhand,309569,0.7991,0.1599,-0.8782,176.031,41.625,90.688,1788095319.785
backhand,309574,0.7935,0.1467,-0.9043,176.656,37.250,89.719,1788095319.789
backhand,309578,0.8040,0.1282,-0.9426,178.969,32.062,88.781,1788095319.794
backhand,309583,0.8303,0.1055,-0.9878,183.375,25.312,88.500,1788095319.798
backhand,309587,0.8677,0.0818,-1.0344,190.094,16.250,89.562,1788095319.803
backhand,309592,0.9084,0.0618,-1.0759,198.938,4.500,92.469,1788095319.807
backhand,309597,0.9443,0.0486,-1.1062,209.281,-9.531,97.406,1788095319.813
backhand,309601,0.9695,0.0420,-1.1216,220.281,-24.875,104.125,1788095319.816
backhand,309605,0.9790,0.0393,-1.1223,231.156,-40.344,111.938,1788095319.821
backhand,309610,0.9722,0.0349,-1.1106,241.625,-54.812,119.906,1788095319.825
backhand,309615,0.9529,0.0256,-1.0864,251.750,-67.656,127.094,1788095319.830
backhand,309619,0.9275,0.0127,-1.0488,261.625,-78.656,132.812,1788095319.834
backhand,309624,0.9009,-0.0002,-0.9973,270.906,-87.938,136.781,1788095319.839
backhand,309628,0.8774,-0.0100,-0.9346,278.969,-95.500,139.156,1788095319.843
backhand,309633,0.8608,-0.0173,-0.8640,285.156,-101.281,140.281,1788095319.847
backhand,309638,0.8533,-0.0259,-0.7898,289.312,-105.250,140.406,1788095319.853
backhand,309642,0.8525,-0.0386,-0.7183,291.375,-107.625,139.625,1788095319.857
backhand,309647,0.8521,-0.0549,-0.6580,291.406,-108.656,138.188,1788095319.862
backhand,309672,0.8008,-0.1587,-0.6716,280.406,-91.094,128.656,1788095319.887
backhand,309675,0.7808,-0.1797,-0.7129,280.406,-91.094,128.656,1788095319.890
backhand,309678,0.7573,-0.1995,-0.7522,283.875,-85.188,126.375,1788095319.893
backhand,309683,0.7344,-0.2178,-0.7834,288.562,-79.281,123.531,1788095319.898
backhand,309687,0.7180,-0.2358,-0.7993,293.406,-74.031,120.469,1788095319.903
backhand,309692,0.7146,-0.2566,-0.7917,297.750,-70.125,117.844,1788095319.907
backhand,309696,0.7251,-0.2822,-0.7568,301.219,-67.875,116.312,1788095319.912
backhand,309701,0.7451,-0.3113,-0.6985,303.562,-66.719,115.938,1788095319.916
backhand,309706,0.7666,-0.3384,-0.6267,304.781,-65.688,116.250,1788095319.921
backhand,309710,0.7834,-0.3579,-0.5513,304.750,-63.750,116.406,1788095319.925
backhand,309715,0.7935,-0.3677,-0.4788,303.281,-60.125,115.656,1788095319.930
backhand,309719,0.7991,-0.3699,-0.4138,300.125,-53.969,113.781,1788095319.934
backhand,309724,0.8013,-0.3696,-0.3630,295.281,-44.812,111.031,1788095319.939
backhand,309728,0.8008,-0.3726,-0.3328,289.500,-32.656,107.781,1788095319.944
backhand,309733,0.7976,-0.3813,-0.3247,284.219,-18.406,104.250,1788095319.948
backhand,309737,0.7925,-0.3936,-0.3308,280.812,-3.688,100.281,1788095319.953
backhand,309742,0.7874,-0.4045,-0.3352,279.844,10.062,95.750,1788095319.957
backhand,309746,0.7834,-0.4087,-0.3235,280.469,22.312,90.750,1788095319.962
backhand,309751,0.7817,-0.4050,-0.2905,280.844,33.625,85.781,1788095319.966
backhand,309755,0.7812,-0.3970,-0.2415,279.312,45.062,81.500,1788095319.970
backhand,309760,0.7825,-0.3901,-0.1887,275.156,57.344,78.531,1788095319.976
backhand,309765,0.7839,-0.3872,-0.1460,268.531,70.188,77.281,1788095319.979
backhand,309769,0.7847,-0.3872,-0.1216,260.250,82.375,77.688,1788095319.984
backhand,309774,0.7832,-0.3882,-0.1140,251.344,92.688,79.438,1788095319.988
backhand,309778,0.7795,-0.3877,-0.1152,242.531,100.531,82.062,1788095319.993
backhand,309783,0.7756,-0.3843,-0.1155,234.188,106.125,85.438,1788095319.998
backhand,309787,0.7734,-0.3782,-0.1096,226.406,110.438,89.531,1788095320.002
backhand,309792,0.7732,-0.3726,-0.0989,219.219,114.156,94.531,1788095320.006
backhand,309797,0.7725,-0.3713,-0.0889,212.938,117.594,100.438,1788095320.012
backhand,309801,0.7690,-0.3757,-0.0850,208.062,120.312,107.094,1788095320.016
backhand,309805,0.7646,-0.3826,-0.0874,205.375,121.719,114.281,1788095320.021
backhand,309810,0.7642,-0.3884,-0.0894,205.219,121.594,121.719,1788095320.025
backhand,309815,0.7703,-0.3901,-0.0793,207.312,120.469,129.156,1788095320.030
backhand,309819,0.7791,-0.3862,-0.0513,210.656,119.562,136.406,1788095320.034
backhand,309823,0.7832,-0.3752,-0.0093,213.781,119.906,143.438,1788095320.038
backhand,309828,0.7759,-0.3582,0.0366,215.531,121.938,150.500,1788095320.043
backhand,309832,0.7559,-0.3374,0.0769,215.375,125.000,157.969,1788095320.047
backhand,309837,0.7271,-0.3164,0.1079,213.562,127.938,165.969,1788095320.052
backhand,309841,0.6948,-0.2964,0.1304,210.688,129.656,174.344,1788095320.057
backhand,309846,0.6609,-0.2783,0.1453,207.406,129.750,182.656,1788095320.061
backhand,309851,0.6265,-0.2632,0.1523,204.219,128.625,190.625,1788095320.066
backhand,309879,0.4407,-0.2151,0.1143,204.312,135.375,220.375,1788095320.094
backhand,309882,0.4080,-0.2041,0.1431,204.375,141.094,222.000,1788095320.097
backhand,309887,0.3770,-0.1953,0.1855,202.688,147.875,223.562,1788095320.102
backhand,309891,0.3496,-0.1912,0.2341,199.406,155.312,225.500,1788095320.107
backhand,309896,0.3284,-0.1919,0.2822,195.062,162.719,227.969,1788095320.112
backhand,309901,0.3149,-0.1965,0.3250,190.062,169.125,231.125,1788095320.116
backhand,309905,0.3086,-0.2019,0.3604,184.906,173.344,235.219,1788095320.121
backhand,309910,0.3066,-0.2046,0.3877,179.875,174.406,240.500,1788095320.125
backhand,309914,0.3044,-0.2039,0.4070,175.062,172.125,247.000,1788095320.129
backhand,309919,0.2983,-0.2009,0.4175,170.500,167.062,254.656,1788095320.134
backhand,309923,0.2874,-0.1990,0.4192,166.312,160.156,263.438,1788095320.138
backhand,309928,0.2710,-0.2004,0.4124,162.938,152.312,273.156,1788095320.143
backhand,309932,0.2488,-0.2058,0.3977,160.938,144.125,283.406,1788095320.148
backhand,309937,0.2185,-0.2131,0.3772,160.719,135.875,293.438,1788095320.152
backhand,309941,0.1785,-0.2190,0.3550,162.188,127.906,302.625,1788095320.157
backhand,309946,0.1294,-0.2217,0.3342,164.906,120.844,310.625,1788095320.161
backhand,309951,0.0742,-0.2207,0.3186,168.375,115.406,317.344,1788095320.165
backhand,309955,0.0171,-0.2158,0.3108,172.062,112.000,323.000,1788095320.170
backhand,309960,-0.0354,-0.2080,0.3127,175.469,110.406,327.906,1788095320.174
backhand,309964,-0.0774,-0.1980,0.3232,178.156,109.875,332.562,1788095320.179
backhand,309969,-0.1042,-0.1863,0.3386,179.906,109.188,337.719,1788095320.184
backhand,309973,-0.1167,-0.1721,0.3552,180.719,107.094,344.094,1788095320.188
backhand,309978,-0.1208,-0.1541,0.3701,180.875,102.656,352.094,1788095320.192
backhand,309983,-0.1252,-0.1328,0.3813,180.812,95.469,361.781,1788095320.198
backhand,309987,-0.1365,-0.1108,0.3882,181.125,85.750,372.656,1788095320.202
backhand,309992,-0.1575,-0.0916,0.3909,182.406,74.125,384.156,1788095320.207
backhand,309996,-0.1873,-0.0786,0.3906,185.219,61.250,395.625,1788095320.211
backhand,310001,-0.2231,-0.0732,0.3882,189.875,47.625,406.562,1788095320.216
backhand,310005,-0.2639,-0.0718,0.3848,196.625,33.531,416.625,1788095320.220
backhand,310010,-0.3110,-0.0659,0.3823,205.156,19.219,425.656,1788095320.225
backhand,310014,-0.3674,-0.0491,0.3828,214.750,5.125,433.594,1788095320.229
backhand,310019,-0.4348,-0.0215,0.3904,224.625,-8.000,440.094,1788095320.234
backhand,310023,-0.5149,0.0120,0.4097,234.312,-19.656,444.594,1788095320.238
backhand,310028,-0.6096,0.0457,0.4458,243.875,-29.812,446.250,1788095320.243
backhand,310032,-0.7192,0.0771,0.5037,253.219,-38.875,444.375,1788095320.248
backhand,310037,-0.8398,0.1067,0.5845,261.719,-47.469,438.406,1788095320.252
backhand,310041,-0.9626,0.1365,0.6848,268.281,-55.781,428.438,1788095320.256
backhand,310046,-1.0759,0.1692,0.7971,271.438,-63.469,415.094,1788095320.262
backhand,310050,-1.1719,0.2034,0.9114,270.125,-69.750,399.469,1788095320.266
backhand,310076,-1.3477,0.2671,1.2422,209.906,-64.188,289.781,1788095320.291
backhand,310079,-1.3411,0.2671,1.2395,194.531,-56.531,289.781,1788095320.294
backhand,310082,-1.3364,0.2666,1.2192,180.188,-47.531,270.812,1788095320.297
backhand,310087,-1.3394,0.2646,1.1868,167.562,-37.906,251.688,1788095320.302
backhand,310091,-1.3491,0.2603,1.1482,156.938,-28.688,232.469,1788095320.307
backhand,310096,-1.3601,0.2544,1.1099,148.312,-20.812,213.219,1788095320.312
backhand,310100,-1.3655,0.2480,1.0784,141.156,-14.719,194.281,1788095320.316
backhand,310105,-1.3621,0.2429,1.0586,134.875,-10.125,176.062,1788095320.320
backhand,310110,-1.3501,0.2395,1.0530,128.750,-6.406,159.062,1788095320.325
backhand,310114,-1.3325,0.2368,1.0610,122.250,-3.062,143.469,1788095320.329
backhand,310119,-1.3135,0.2349,1.0786,115.031,0.188,129.312,1788095320.334
backhand,310123,-1.2961,0.2332,1.0991,106.969,3.375,116.406,1788095320.338
backhand,310128,-1.2830,0.2324,1.1169,98.188,6.375,104.688,1788095320.343
backhand,310133,-1.2749,0.2324,1.1279,88.969,8.938,94.125,1788095320.349
backhand,310137,-1.2722,0.2324,1.1328,79.781,10.531,84.469,1788095320.352
backhand,310141,-1.2759,0.2317,1.1343,70.781,10.688,75.312,1788095320.357
backhand,310146,-1.2852,0.2305,1.1357,61.875,9.469,66.156,1788095320.361
backhand,310150,-1.2969,0.2285,1.1392,52.656,7.469,56.688,1788095320.366
backhand,310155,-1.3052,0.2253,1.1445,42.750,5.688,46.594,1788095320.371
backhand,310159,-1.3057,0.2209,1.1494,31.875,5.062,35.781,1788095320.375
backhand,310164,-1.2979,0.2153,1.1489,20.156,6.094,24.438,1788095320.379
backhand,310169,-1.2839,0.2068,1.1382,8.062,8.625,12.812,1788095320.384
backhand,310173,-1.2637,0.1936,1.1138,-3.656,11.812,1.312,1788095320.388
backhand,310178,-1.2351,0.1765,1.0767,-14.219,14.188,-9.594,1788095320.393
backhand,310182,-1.1953,0.1555,1.0322,-23.062,14.406,-19.406,1788095320.398
backhand,310187,-1.1453,0.1323,0.9875,-29.969,12.156,-27.875,1788095320.402
backhand,310191,-1.0906,0.1084,0.9492,-35.250,8.188,-34.969,1788095320.407
backhand,310196,-1.0361,0.0847,0.9187,-39.562,4.000,-40.875,1788095320.412
backhand,310201,-0.9851,0.0610,0.8945,-43.500,0.938,-45.531,1788095320.416
backhand,310205,-0.9375,0.0361,0.8730,-47.406,-0.281,-49.062,1788095320.421
backhand,310210,-0.8933,0.0095,0.8523,-51.125,0.344,-51.594,1788095320.425
backhand,310214,-0.8513,-0.0176,0.8315,-54.375,2.375,-53.375,1788095320.429
backhand,310219,-0.8125,-0.0442,0.8108,-56.938,5.125,-54.625,1788095320.434
backhand,310223,-0.7773,-0.0686,0.7900,-58.781,8.000,-55.438,1788095320.438
backhand,310228,-0.7466,-0.0903,0.7686,-59.969,10.625,-55.969,1788095320.444
backhand,310232,-0.7205,-0.1099,0.7478,-60.531,12.875,-56.281,1788095320.448
backhand,310237,-0.6985,-0.1279,0.7290,-60.500,14.750,-56.406,1788095320.452
backhand,310241,-0.6797,-0.1443,0.7139,-59.969,16.281,-56.250,1788095320.457
backhand,310246,-0.6626,-0.1592,0.7014,-59.094,17.500,-55.781,1788095320.461
backhand,310251,-0.6465,-0.1724,0.6902,-57.969,18.375,-54.812,1788095320.466
backhand,310276,-0.5923,-0.2261,0.6062,-40.812,9.031,-37.906,1788095320.492
backhand,310279,-0.5908,-0.2339,0.5911,-40.812,9.031,-37.906,1788095320.494
backhand,310282,-0.5920,-0.2407,0.5813,-36.594,4.594,-33.500,1788095320.497
backhand,310286,-0.5955,-0.2471,0.5786,-32.469,0.062,-29.062,1788095320.502
backhand,310291,-0.6021,-0.2524,0.5828,-28.750,-3.906,-24.875,1788095320.506
backhand,310296,-0.6128,-0.2573,0.5911,-25.500,-6.688,-21.344,1788095320.511
backhand,310301,-0.6277,-0.2615,0.6013,-22.844,-8.031,-18.594,1788095320.515
backhand,310305,-0.6458,-0.2649,0.6118,-20.781,-8.000,-16.812,1788095320.520
backhand,310310,-0.6650,-0.2673,0.6216,-19.312,-7.094,-15.812,1788095320.524
backhand,310314,-0.6846,-0.2688,0.6299,-18.500,-5.781,-15.438,1788095320.529
backhand,310319,-0.7031,-0.2695,0.6362,-18.281,-4.594,-15.531,1788095320.534
backhand,310323,-0.7200,-0.2700,0.6396,-18.438,-3.875,-16.062,1788095320.539
backhand,310328,-0.7349,-0.2712,0.6409,-18.844,-3.750,-17.188,1788095320.543
backhand,310332,-0.7468,-0.2732,0.6404,-19.312,-4.094,-18.969,1788095320.547
backhand,310337,-0.7561,-0.2742,0.6394,-19.750,-4.719,-21.438,1788095320.552
backhand,310341,-0.7632,-0.2732,0.6389,-20.312,-5.312,-24.281,1788095320.557
backhand,310346,-0.7678,-0.2703,0.6389,-21.188,-5.719,-27.250,1788095320.561
backhand,310350,-0.7700,-0.2673,0.6399,-22.406,-5.750,-30.219,1788095320.565
backhand,310355,-0.7695,-0.2656,0.6414,-23.781,-5.469,-33.125,1788095320.570
backhand,310359,-0.7661,-0.2651,0.6418,-25.094,-4.969,-36.000,1788095320.575
backhand,310364,-0.7605,-0.2646,0.6411,-26.250,-4.375,-38.844,1788095320.579
backhand,310368,-0.7534,-0.2639,0.6382,-27.219,-3.750,-41.531,1788095320.583
backhand,310373,-0.7468,-0.2632,0.6333,-28.000,-3.125,-43.781,1788095320.588
backhand,310377,-0.7410,-0.2632,0.6274,-28.531,-2.531,-45.500,1788095320.592
backhand,310382,-0.7354,-0.2646,0.6213,-28.750,-2.031,-46.688,1788095320.597
backhand,310386,-0.7280,-0.2681,0.6157,-28.531,-1.750,-47.344,1788095320.602
backhand,310393,-0.7192,-0.2725,0.6108,-27.875,-1.938,-47.562,1788095320.608
backhand,310396,-0.7100,-0.2766,0.6072,-26.906,-2.656,-47.281,1788095320.611
backhand,310400,-0.7021,-0.2795,0.6055,-25.719,-3.906,-46.562,1788095320.616
backhand,310405,-0.6978,-0.2803,0.6072,-24.562,-5.500,-45.562,1788095320.620
backhand,310409,-0.6982,-0.2795,0.6138,-23.625,-7.094,-44.406,1788095320.625
backhand,310414,-0.7036,-0.2776,0.6243,-23.094,-8.344,-43.344,1788095320.629
backhand,310419,-0.7129,-0.2761,0.6360,-23.000,-9.156,-42.594,1788095320.634
backhand,310423,-0.7244,-0.2761,0.6450,-23.312,-9.344,-42.281,1788095320.638
backhand,310428,-0.7375,-0.2786,0.6497,-23.750,-8.844,-42.594,1788095320.643
backhand,310432,-0.7517,-0.2822,0.6511,-24.188,-7.656,-43.625,1788095320.648
backhand,310437,-0.7644,-0.2859,0.6521,-24.500,-6.031,-45.469,1788095320.652
backhand,310441,-0.7744,-0.2886,0.6553,-24.938,-4.438,-48.094,1788095320.657
backhand,310446,-0.7798,-0.2905,0.6614,-25.625,-3.406,-51.219,1788095320.661
backhand,310450,-0.7786,-0.2925,0.6711,-26.781,-3.312,-54.625,1788095320.665
backhand,310477,-0.7092,-0.3154,0.7075,-39.688,-7.125,-69.781,1788095320.693
backhand,310482,-0.7041,-0.3201,0.7029,-41.812,-7.469,-70.875,1788095320.697
backhand,310487,-0.7017,-0.3254,0.6978,-43.719,-7.969,-71.531,1788095320.702
backhand,310491,-0.7017,-0.3328,0.6926,-45.344,-8.438,-71.719,1788095320.706
backhand,310496,-0.7029,-0.3425,0.6873,-46.719,-8.781,-71.531,1788095320.711
backhand,310500,-0.7039,-0.3542,0.6809,-47.781,-9.062,-71.125,1788095320.716
backhand,310505,-0.7039,-0.3674,0.6738,-48.438,-9.500,-70.594,1788095320.720
backhand,310509,-0.7026,-0.3811,0.6665,-48.469,-10.125,-69.906,1788095320.725
backhand,310514,-0.7009,-0.3933,0.6597,-47.906,-10.938,-69.031,1788095320.729
backhand,310518,-0.7002,-0.4031,0.6541,-46.844,-11.781,-68.188,1788095320.734
backhand,310523,-0.7017,-0.4106,0.6504,-45.500,-12.500,-67.688,1788095320.738
backhand,310527,-0.7058,-0.4170,0.6484,-43.969,-13.250,-67.781,1788095320.743
backhand,310532,-0.7129,-0.4231,0.6477,-42.375,-14.094,-68.531,1788095320.747
backhand,310536,-0.7212,-0.4294,0.6484,-40.656,-15.250,-69.844,1788095320.752
backhand,310541,-0.7283,-0.4358,0.6514,-38.875,-16.688,-71.562,1788095320.757
backhand,310546,-0.7317,-0.4414,0.6584,-37.156,-18.375,-73.531,1788095320.761
backhand,310550,-0.7295,-0.4453,0.6716,-35.781,-20.156,-75.625,1788095320.765
backhand,310555,-0.7219,-0.4475,0.6904,-34.969,-21.719,-77.812,1788095320.770
backhand,310559,-0.7119,-0.4485,0.7122,-34.844,-22.656,-80.062,1788095320.775
backhand,310563,-0.7029,-0.4485,0.7324,-35.438,-22.812,-82.281,1788095320.779
backhand,310568,-0.6965,-0.4497,0.7471,-36.625,-22.156,-84.469,1788095320.783
backhand,310573,-0.6919,-0.4529,0.7549,-38.250,-21.000,-86.406,1788095320.788
backhand,310577,-0.6860,-0.4587,0.7559,-40.062,-19.781,-87.938,1788095320.793
backhand,310582,-0.6763,-0.4668,0.7522,-41.812,-18.750,-88.875,1788095320.798
backhand,310586,-0.6633,-0.4761,0.7463,-43.375,-18.094,-89.188,1788095320.802
backhand,310591,-0.6506,-0.4858,0.7397,-44.625,-17.719,-89.062,1788095320.807
backhand,310595,-0.6401,-0.4954,0.7329,-45.375,-17.562,-88.625,1788095320.811
backhand,310600,-0.6323,-0.5044,0.7256,-45.500,-17.719,-87.906,1788095320.815
backhand,310604,-0.6250,-0.5117,0.7197,-45.000,-18.531,-86.938,1788095320.820
backhand,310609,-0.6174,-0.5173,0.7178,-44.062,-20.156,-85.719,1788095320.824
backhand,310614,-0.6099,-0.5215,0.7212,-42.969,-22.375,-84.375,1788095320.829
backhand,310618,-0.6040,-0.5249,0.7302,-41.938,-24.688,-83.125,1788095320.834
