label,device_ms,ax,ay,az,gx,gy,gz,recv_unix_time
still,162487,0.0378,0.0149,-1.0505,4.688,2.844,0.062,1788095172.707
still,162506,0.0369,0.0142,-1.0532,4.750,2.938,0.500,1788095172.726
still,162509,0.0369,0.0142,-1.0532,4.750,2.938,0.438,1788095172.729
still,162512,0.0366,0.0139,-1.0522,4.688,2.938,0.438,1788095172.732
still,162516,0.0364,0.0139,-1.0508,4.531,2.906,0.406,1788095172.736
still,162520,0.0361,0.0137,-1.0498,4.438,2.844,0.375,1788095172.740
still,162525,0.0359,0.0134,-1.0496,4.406,2.750,0.312,1788095172.745
still,162529,0.0359,0.0129,-1.0500,4.438,2.688,0.156,1788095172.749
still,162534,0.0359,0.0129,-1.0513,4.500,2.688,-0.094,1788095172.753
still,162538,0.0364,0.0134,-1.0522,4.562,2.750,-0.250,1788095172.758
still,162543,0.0366,0.0137,-1.0527,4.625,2.812,-0.250,1788095172.763
still,162548,0.0369,0.0137,-1.0525,4.625,2.781,-0.062,1788095172.767
still,162552,0.0371,0.0137,-1.0522,4.625,2.719,0.188,1788095172.772
still,162557,0.0374,0.0139,-1.0520,4.594,2.625,0.344,1788095172.776
still,162561,0.0376,0.0139,-1.0520,4.594,2.562,0.438,1788095172.781
still,162566,0.0378,0.0142,-1.0518,4.562,2.531,0.438,1788095172.785
still,162570,0.0378,0.0144,-1.0515,4.531,2.562,0.469,1788095172.791
still,162575,0.0378,0.0146,-1.0513,4.438,2.594,0.469,1788095172.795
still,162579,0.0378,0.0149,-1.0510,4.312,2.656,0.438,1788095172.800
still,162584,0.0378,0.0151,-1.0508,4.188,2.719,0.344,1788095172.804
still,162588,0.0378,0.0154,-1.0505,4.125,2.781,0.188,1788095172.808
still,162593,0.0381,0.0149,-1.0505,4.156,2.812,0.094,1788095172.813
still,162597,0.0381,0.0144,-1.0508,4.250,2.812,0.062,1788095172.817
still,162602,0.0381,0.0137,-1.0510,4.375,2.781,0.031,1788095172.822
still,162606,0.0383,0.0129,-1.0510,4.469,2.750,-0.031,1788095172.827
still,162611,0.0381,0.0125,-1.0513,4.500,2.750,-0.125,1788095172.831
still,162615,0.0378,0.0125,-1.0513,4.469,2.812,-0.156,1788095172.835
still,162620,0.0376,0.0127,-1.0515,4.406,2.812,-0.125,1788095172.840
still,162624,0.0371,0.0132,-1.0518,4.375,2.750,-0.062,1788095172.845
still,162629,0.0371,0.0134,-1.0518,4.375,2.688,-0.031,1788095172.849
still,162633,0.0371,0.0137,-1.0515,4.375,2.625,-0.031,1788095172.853
still,162638,0.0374,0.0142,-1.0515,4.406,2.688,0.000,1788095172.858
still,162643,0.0376,0.0142,-1.0515,4.406,2.750,0.031,1788095172.863
still,162647,0.0376,0.0139,-1.0518,4.406,2.781,0.031,1788095172.867
still,162652,0.0376,0.0132,-1.0520,4.406,2.750,-0.031,1788095172.872
still,162656,0.0376,0.0127,-1.0520,4.438,2.719,-0.156,1788095172.877
still,162661,0.0376,0.0127,-1.0520,4.500,2.719,-0.219,1788095172.881
still,162665,0.0376,0.0129,-1.0518,4.531,2.750,-0.250,1788095172.885
still,162670,0.0378,0.0134,-1.0515,4.469,2.781,-0.281,1788095172.889
still,162675,0.0383,0.0137,-1.0513,4.375,2.781,-0.281,1788095172.894
still,162679,0.0386,0.0139,-1.0508,4.281,2.719,-0.219,1788095172.899
still,162684,0.0386,0.0139,-1.0505,4.250,2.594,-0.094,1788095172.903
still,162688,0.0383,0.0137,-1.0503,4.375,2.469,0.062,1788095172.908
still,162708,0.0366,0.0134,-1.0532,4.875,2.594,0.125,1788095172.929
still,162711,0.0371,0.0129,-1.0532,4.719,2.625,0.125,1788095172.931
still,162715,0.0376,0.0125,-1.0525,4.562,2.656,0.062,1788095172.935
still,162720,0.0378,0.0125,-1.0518,4.406,2.719,-0.031,1788095172.940
still,162725,0.0376,0.0129,-1.0513,4.312,2.781,-0.125,1788095172.945
still,162729,0.0374,0.0137,-1.0510,4.281,2.844,-0.094,1788095172.949
still,162734,0.0371,0.0139,-1.0513,4.312,2.906,0.062,1788095172.953
still,162738,0.0371,0.0139,-1.0518,4.312,2.906,0.344,1788095172.958
still,162743,0.0371,0.0134,-1.0522,4.312,2.906,0.562,1788095172.963
still,162747,0.0376,0.0132,-1.0527,4.344,2.906,0.594,1788095172.967
still,162752,0.0378,0.0132,-1.0530,4.406,2.938,0.438,1788095172.972
still,162756,0.0381,0.0134,-1.0527,4.469,2.938,0.188,1788095172.977
still,162761,0.0381,0.0137,-1.0522,4.500,2.906,0.000,1788095172.981
still,162765,0.0381,0.0139,-1.0513,4.500,2.844,-0.062,1788095172.985
still,162770,0.0376,0.0139,-1.0505,4.438,2.844,0.000,1788095172.990
still,162775,0.0371,0.0139,-1.0500,4.375,2.812,0.125,1788095172.995
still,162779,0.0369,0.0139,-1.0500,4.344,2.781,0.312,1788095172.999
still,162784,0.0369,0.0139,-1.0508,4.406,2.656,0.438,1788095173.004
still,162788,0.0371,0.0139,-1.0513,4.469,2.562,0.438,1788095173.008
still,162792,0.0376,0.0139,-1.0518,4.469,2.531,0.281,1788095173.012
still,162797,0.0381,0.0142,-1.0515,4.469,2.594,0.000,1788095173.017
still,162802,0.0378,0.0142,-1.0513,4.469,2.688,-0.250,1788095173.022
still,162806,0.0376,0.0144,-1.0510,4.469,2.844,-0.375,1788095173.026
still,162811,0.0374,0.0144,-1.0510,4.469,2.938,-0.312,1788095173.031
still,162815,0.0371,0.0146,-1.0510,4.500,2.969,-0.188,1788095173.035
still,162820,0.0374,0.0149,-1.0510,4.562,2.875,-0.094,1788095173.040
still,162824,0.0376,0.0149,-1.0510,4.562,2.750,-0.062,1788095173.044
still,162829,0.0378,0.0146,-1.0510,4.562,2.656,-0.125,1788095173.049
still,162834,0.0378,0.0146,-1.0510,4.531,2.625,-0.125,1788095173.053
still,162838,0.0376,0.0146,-1.0510,4.531,2.625,0.000,1788095173.058
still,162843,0.0374,0.0149,-1.0510,4.531,2.688,0.219,1788095173.062
still,162847,0.0371,0.0146,-1.0510,4.562,2.750,0.375,1788095173.067
still,162852,0.0366,0.0144,-1.0510,4.625,2.812,0.344,1788095173.071
still,162856,0.0364,0.0137,-1.0513,4.625,2.812,0.281,1788095173.076
still,162861,0.0364,0.0132,-1.0515,4.594,2.719,0.156,1788095173.081
still,162865,0.0369,0.0129,-1.0520,4.469,2.594,0.031,1788095173.085
still,162870,0.0374,0.0129,-1.0522,4.375,2.500,-0.125,1788095173.090
still,162875,0.0381,0.0132,-1.0522,4.406,2.469,-0.250,1788095173.095
still,162879,0.0383,0.0137,-1.0522,4.500,2.562,-0.250,1788095173.099
still,162884,0.0383,0.0139,-1.0525,4.594,2.719,-0.125,1788095173.104
still,162888,0.0381,0.0142,-1.0525,4.500,2.844,0.000,1788095173.108
still,162908,0.0374,0.0146,-1.0513,4.062,2.750,-0.250,1788095173.128
still,162911,0.0378,0.0144,-1.0510,4.250,2.719,-0.219,1788095173.131
still,162915,0.0378,0.0139,-1.0510,4.344,2.719,-0.062,1788095173.135
still,162920,0.0378,0.0132,-1.0518,4.406,2.719,0.094,1788095173.140
still,162924,0.0374,0.0129,-1.0525,4.406,2.719,0.219,1788095173.144
still,162929,0.0369,0.0129,-1.0527,4.406,2.719,0.219,1788095173.149
still,162933,0.0369,0.0132,-1.0522,4.438,2.781,0.125,1788095173.153
still,162938,0.0371,0.0134,-1.0515,4.500,2.906,0.031,1788095173.158
still,162943,0.0378,0.0134,-1.0510,4.531,3.000,0.031,1788095173.163
still,162947,0.0383,0.0134,-1.0505,4.562,3.000,0.125,1788095173.167
still,162952,0.0386,0.0137,-1.0505,4.500,2.906,0.219,1788095173.171
still,162956,0.0383,0.0142,-1.0508,4.406,2.812,0.219,1788095173.176
still,162961,0.0378,0.0144,-1.0510,4.312,2.781,0.125,1788095173.181
still,162965,0.0376,0.0144,-1.0513,4.281,2.812,0.031,1788095173.185
still,162970,0.0371,0.0139,-1.0515,4.375,2.812,-0.031,1788095173.190
still,162974,0.0366,0.0137,-1.0518,4.500,2.781,0.000,1788095173.195
still,162979,0.0366,0.0134,-1.0520,4.594,2.688,0.031,1788095173.199
still,162983,0.0366,0.0137,-1.0520,4.594,2.625,0.062,1788095173.204
still,162988,0.0364,0.0139,-1.0520,4.531,2.594,0.062,1788095173.208
still,162993,0.0364,0.0139,-1.0520,4.469,2.594,0.094,1788095173.212
still,162997,0.0366,0.0137,-1.0520,4.438,2.688,0.219,1788095173.217
still,163001,0.0369,0.0134,-1.0522,4.469,2.781,0.344,1788095173.221
still,163006,0.0374,0.0134,-1.0520,4.562,2.875,0.438,1788095173.226
still,163010,0.0376,0.0139,-1.0513,4.688,2.906,0.438,1788095173.230
still,163015,0.0376,0.0144,-1.0503,4.719,2.875,0.406,1788095173.235
still,163020,0.0374,0.0146,-1.0498,4.688,2.812,0.344,1788095173.240
still,163024,0.0374,0.0146,-1.0498,4.625,2.750,0.250,1788095173.244
still,163029,0.0374,0.0146,-1.0500,4.531,2.719,0.125,1788095173.249
still,163033,0.0378,0.0146,-1.0500,4.438,2.719,0.000,1788095173.253
still,163038,0.0383,0.0146,-1.0496,4.375,2.688,-0.062,1788095173.258
still,163042,0.0386,0.0146,-1.0488,4.344,2.656,-0.125,1788095173.262
still,163047,0.0383,0.0146,-1.0476,4.344,2.594,-0.156,1788095173.267
still,163051,0.0376,0.0149,-1.0476,4.375,2.531,-0.188,1788095173.271
still,163056,0.0364,0.0146,-1.0496,4.438,2.500,-0.219,1788095173.276
still,163060,0.0349,0.0144,-1.0537,4.438,2.531,-0.188,1788095173.281
still,163065,0.0339,0.0139,-1.0586,4.406,2.625,-0.156,1788095173.285
still,163069,0.0334,0.0134,-1.0625,4.406,2.719,-0.125,1788095173.289
still,163074,0.0342,0.0132,-1.0632,4.469,2.781,-0.031,1788095173.295
still,163078,0.0359,0.0132,-1.0591,4.562,2.812,0.062,1788095173.299
still,163083,0.0376,0.0132,-1.0518,4.625,2.812,0.125,1788095173.303
still,163088,0.0388,0.0132,-1.0437,4.562,2.812,0.156,1788095173.308
still,163109,0.0381,0.0122,-1.0476,4.094,2.750,-0.094,1788095173.329
still,163112,0.0381,0.0125,-1.0542,4.094,2.750,-0.094,1788095173.332
still,163115,0.0383,0.0129,-1.0586,4.281,2.750,-0.219,1788095173.335
still,163120,0.0386,0.0139,-1.0603,4.469,2.750,-0.312,1788095173.340
still,163124,0.0388,0.0149,-1.0603,4.594,2.781,-0.312,1788095173.344
still,163129,0.0386,0.0154,-1.0596,4.656,2.812,-0.219,1788095173.349
still,163133,0.0383,0.0156,-1.0583,4.625,2.844,-0.125,1788095173.353
still,163138,0.0383,0.0154,-1.0559,4.531,2.875,-0.125,1788095173.358
still,163142,0.0383,0.0151,-1.0518,4.375,2.938,-0.219,1788095173.362
still,163147,0.0383,0.0146,-1.0464,4.250,2.969,-0.281,1788095173.367
still,163151,0.0381,0.0142,-1.0417,4.219,3.000,-0.281,1788095173.371
still,163156,0.0376,0.0139,-1.0400,4.312,2.969,-0.219,1788095173.376
still,163160,0.0369,0.0137,-1.0425,4.406,2.875,-0.156,1788095173.380
still,163165,0.0364,0.0137,-1.0483,4.438,2.844,-0.156,1788095173.385
still,163170,0.0361,0.0137,-1.0554,4.344,2.844,-0.250,1788095173.390
still,163174,0.0364,0.0137,-1.0605,4.219,2.875,-0.281,1788095173.394
still,163179,0.0369,0.0134,-1.0620,4.219,2.844,-0.250,1788095173.399
still,163183,0.0371,0.0132,-1.0598,4.281,2.750,-0.219,1788095173.403
still,163188,0.0374,0.0132,-1.0554,4.344,2.688,-0.156,1788095173.408
still,163192,0.0371,0.0132,-1.0508,4.438,2.656,-0.031,1788095173.412
still,163197,0.0369,0.0132,-1.0466,4.500,2.656,0.125,1788095173.417
still,163201,0.0369,0.0134,-1.0415,4.531,2.625,0.250,1788095173.421
still,163206,0.0371,0.0134,-1.0344,4.500,2.594,0.312,1788095173.426
still,163211,0.0374,0.0134,-1.0281,4.438,2.531,0.188,1788095173.430
still,163215,0.0376,0.0134,-1.0305,4.375,2.562,0.031,1788095173.435
still,163220,0.0371,0.0137,-1.0476,4.375,2.688,-0.062,1788095173.440
still,163224,0.0366,0.0142,-1.0752,4.406,2.875,0.000,1788095173.444
still,163229,0.0361,0.0146,-1.0994,4.500,3.000,0.094,1788095173.449
still,163233,0.0361,0.0149,-1.1045,4.625,3.000,0.125,1788095173.453
still,163238,0.0369,0.0149,-1.0847,4.688,2.844,0.062,1788095173.457
still,163242,0.0383,0.0144,-1.0483,4.594,2.625,0.031,1788095173.462
still,163247,0.0398,0.0137,-1.0129,4.406,2.500,0.031,1788095173.466
still,163251,0.0405,0.0132,-0.9958,4.250,2.469,0.031,1788095173.471
still,163256,0.0400,0.0134,-1.0034,4.094,2.531,-0.062,1788095173.475
still,163260,0.0383,0.0137,-1.0293,4.031,2.625,-0.188,1788095173.480
still,163265,0.0369,0.0137,-1.0586,4.062,2.688,-0.312,1788095173.484
still,163269,0.0364,0.0132,-1.0776,4.125,2.656,-0.344,1788095173.489
still,163274,0.0366,0.0129,-1.0808,4.219,2.594,-0.312,1788095173.494
still,163278,0.0376,0.0127,-1.0720,4.281,2.594,-0.312,1788095173.498
still,163283,0.0383,0.0129,-1.0603,4.281,2.719,-0.312,1788095173.503
still,163287,0.0386,0.0132,-1.0530,4.312,2.875,-0.344,1788095173.507
still,163309,0.0378,0.0127,-1.0452,4.500,2.812,0.156,1788095173.529
still,163312,0.0383,0.0127,-1.0388,4.500,2.812,0.156,1788095173.532
still,163315,0.0388,0.0129,-1.0354,4.500,2.625,0.031,1788095173.535
still,163319,0.0386,0.0132,-1.0383,4.438,2.469,-0.031,1788095173.539
still,163324,0.0381,0.0134,-1.0471,4.344,2.375,0.031,1788095173.544
still,163328,0.0371,0.0137,-1.0583,4.219,2.375,0.281,1788095173.548
still,163333,0.0364,0.0142,-1.0669,4.125,2.500,0.500,1788095173.553
still,163337,0.0361,0.0146,-1.0693,4.062,2.656,0.562,1788095173.557
still,163342,0.0361,0.0149,-1.0649,4.125,2.844,0.500,1788095173.562
still,163346,0.0366,0.0146,-1.0566,4.281,2.969,0.438,1788095173.566
still,163351,0.0371,0.0142,-1.0481,4.406,3.031,0.344,1788095173.571
still,163356,0.0376,0.0139,-1.0425,4.469,3.031,0.250,1788095173.575
still,163360,0.0376,0.0137,-1.0410,4.469,3.000,0.125,1788095173.580
still,163365,0.0376,0.0134,-1.0432,4.406,2.938,0.031,1788095173.585
still,163369,0.0374,0.0132,-1.0471,4.375,2.812,-0.031,1788095173.589
still,163374,0.0374,0.0129,-1.0508,4.406,2.656,-0.062,1788095173.594
still,163378,0.0376,0.0127,-1.0535,4.469,2.500,-0.094,1788095173.599
still,163383,0.0376,0.0127,-1.0552,4.594,2.406,-0.125,1788095173.603
still,163387,0.0376,0.0129,-1.0562,4.688,2.375,-0.125,1788095173.607
still,163392,0.0374,0.0132,-1.0564,4.750,2.406,-0.031,1788095173.612
still,163396,0.0374,0.0134,-1.0564,4.781,2.500,0.062,1788095173.616
still,163401,0.0374,0.0139,-1.0552,4.750,2.656,0.188,1788095173.621
still,163405,0.0374,0.0142,-1.0530,4.688,2.812,0.312,1788095173.625
still,163410,0.0374,0.0142,-1.0498,4.625,2.938,0.375,1788095173.630
still,163415,0.0371,0.0144,-1.0466,4.625,2.969,0.406,1788095173.635
still,163419,0.0366,0.0144,-1.0447,4.625,2.875,0.406,1788095173.639
still,163424,0.0361,0.0144,-1.0452,4.625,2.781,0.344,1788095173.644
still,163428,0.0359,0.0142,-1.0479,4.594,2.750,0.219,1788095173.648
still,163433,0.0359,0.0139,-1.0522,4.500,2.750,0.062,1788095173.652
still,163437,0.0359,0.0137,-1.0562,4.375,2.781,-0.062,1788095173.657
still,163442,0.0359,0.0134,-1.0579,4.219,2.781,-0.094,1788095173.661
still,163446,0.0364,0.0132,-1.0574,4.188,2.750,-0.062,1788095173.666
still,163451,0.0369,0.0132,-1.0549,4.281,2.750,0.031,1788095173.671
still,163456,0.0374,0.0134,-1.0522,4.438,2.750,0.188,1788095173.676
still,163460,0.0378,0.0137,-1.0503,4.594,2.781,0.281,1788095173.680
still,163465,0.0378,0.0139,-1.0493,4.656,2.812,0.281,1788095173.685
still,163469,0.0378,0.0144,-1.0496,4.656,2.844,0.188,1788095173.689
still,163474,0.0381,0.0144,-1.0503,4.625,2.844,0.125,1788095173.694
still,163478,0.0381,0.0142,-1.0510,4.562,2.875,0.188,1788095173.698
still,163483,0.0381,0.0142,-1.0515,4.500,2.844,0.281,1788095173.712
still,163487,0.0378,0.0139,-1.0515,4.438,2.812,0.312,1788095173.713
still,163509,0.0369,0.0139,-1.0537,4.281,2.875,0.281,1788095173.728
still,163512,0.0371,0.0142,-1.0532,4.281,2.875,0.281,1788095173.731
still,163514,0.0376,0.0142,-1.0522,4.250,2.938,0.281,1788095173.734
still,163519,0.0376,0.0142,-1.0510,4.250,2.969,0.219,1788095173.738
still,163524,0.0371,0.0144,-1.0503,4.281,2.969,0.125,1788095173.744
still,163528,0.0364,0.0144,-1.0503,4.344,2.938,0.062,1788095173.748
still,163533,0.0359,0.0142,-1.0510,4.375,2.906,0.031,1788095173.752
still,163537,0.0356,0.0139,-1.0520,4.406,2.938,0.000,1788095173.757
still,163542,0.0361,0.0137,-1.0525,4.406,2.906,-0.031,1788095173.761
still,163546,0.0366,0.0134,-1.0525,4.375,2.875,-0.031,1788095173.766
still,163551,0.0371,0.0134,-1.0522,4.344,2.844,0.031,1788095173.771
still,163556,0.0371,0.0134,-1.0520,4.312,2.875,0.094,1788095173.775
still,163560,0.0369,0.0137,-1.0520,4.312,2.875,0.062,1788095173.780
still,163565,0.0364,0.0134,-1.0522,4.344,2.812,-0.031,1788095173.784
still,163569,0.0361,0.0129,-1.0522,4.406,2.719,-0.125,1788095173.789
still,163574,0.0366,0.0125,-1.0520,4.469,2.656,-0.156,1788095173.794
still,163578,0.0371,0.0125,-1.0520,4.469,2.656,-0.094,1788095173.798
still,163583,0.0376,0.0127,-1.0520,4.438,2.719,0.062,1788095173.803
still,163587,0.0376,0.0132,-1.0522,4.344,2.750,0.250,1788095173.807
still,163592,0.0374,0.0137,-1.0525,4.281,2.750,0.438,1788095173.812
still,163596,0.0369,0.0137,-1.0522,4.375,2.750,0.500,1788095173.816
still,163601,0.0371,0.0134,-1.0520,4.562,2.750,0.375,1788095173.821
still,163605,0.0376,0.0132,-1.0515,4.750,2.656,0.094,1788095173.825
still,163610,0.0386,0.0132,-1.0508,4.781,2.594,-0.156,1788095173.829
still,163615,0.0393,0.0132,-1.0503,4.625,2.531,-0.250,1788095173.834
still,163619,0.0398,0.0129,-1.0500,4.375,2.531,-0.125,1788095173.839
still,163624,0.0400,0.0129,-1.0498,4.188,2.594,0.125,1788095173.844
still,163628,0.0400,0.0129,-1.0496,4.125,2.719,0.375,1788095173.848
still,163633,0.0391,0.0132,-1.0488,4.156,2.875,0.469,1788095173.852
still,163637,0.0376,0.0132,-1.0486,4.250,2.969,0.375,1788095173.857
still,163642,0.0356,0.0134,-1.0508,4.344,2.969,0.188,1788095173.862
still,163647,0.0342,0.0137,-1.0554,4.406,2.875,0.062,1788095173.867
still,163651,0.0337,0.0139,-1.0608,4.438,2.719,0.031,1788095173.871
still,163656,0.0344,0.0142,-1.0635,4.500,2.594,0.125,1788095173.875
still,163660,0.0359,0.0146,-1.0608,4.562,2.562,0.250,1788095173.880
still,163665,0.0378,0.0149,-1.0537,4.562,2.625,0.344,1788095173.884
still,163669,0.0393,0.0144,-1.0447,4.500,2.719,0.344,1788095173.889
still,163674,0.0398,0.0137,-1.0378,4.438,2.812,0.312,1788095173.893
still,163678,0.0393,0.0129,-1.0361,4.469,2.844,0.312,1788095173.898
still,163683,0.0383,0.0127,-1.0393,4.469,2.812,0.344,1788095173.903
still,163687,0.0376,0.0129,-1.0459,4.469,2.750,0.344,1788095173.907
still,163709,0.0359,0.0156,-1.0564,4.406,2.719,-0.219,1788095173.929
still,163711,0.0354,0.0161,-1.0564,4.406,2.719,-0.219,1788095173.932
still,163714,0.0356,0.0161,-1.0579,4.500,2.906,-0.219,1788095173.934
still,163719,0.0364,0.0161,-1.0591,4.531,3.031,-0.156,1788095173.939
still,163724,0.0374,0.0159,-1.0576,4.562,3.062,-0.062,1788095173.944
still,163728,0.0381,0.0151,-1.0530,4.562,3.031,0.031,1788095173.948
still,163733,0.0378,0.0142,-1.0459,4.594,3.000,0.031,1788095173.952
still,163737,0.0374,0.0132,-1.0400,4.594,2.906,-0.062,1788095173.957
still,163742,0.0366,0.0122,-1.0381,4.594,2.781,-0.250,1788095173.962
still,163746,0.0361,0.0120,-1.0420,4.625,2.688,-0.375,1788095173.966
still,163751,0.0356,0.0120,-1.0496,4.656,2.625,-0.406,1788095173.970
still,163755,0.0354,0.0125,-1.0574,4.656,2.656,-0.281,1788095173.975
still,163760,0.0356,0.0129,-1.0618,4.625,2.656,-0.062,1788095173.980
still,163764,0.0364,0.0134,-1.0613,4.531,2.656,0.156,1788095173.984
still,163769,0.0376,0.0137,-1.0574,4.469,2.656,0.250,1788095173.989
still,163773,0.0383,0.0137,-1.0530,4.469,2.656,0.188,1788095173.993
still,163778,0.0386,0.0137,-1.0500,4.469,2.656,-0.031,1788095173.998
still,163782,0.0383,0.0137,-1.0493,4.469,2.688,-0.250,1788095174.003
still,163787,0.0381,0.0142,-1.0496,4.406,2.750,-0.406,1788095174.006
still,163792,0.0378,0.0149,-1.0498,4.375,2.812,-0.438,1788095174.012
still,163796,0.0378,0.0154,-1.0488,4.375,2.812,-0.312,1788095174.016
still,163801,0.0378,0.0154,-1.0476,4.406,2.812,-0.062,1788095174.021
still,163805,0.0378,0.0149,-1.0474,4.438,2.844,0.219,1788095174.025
still,163810,0.0376,0.0146,-1.0491,4.438,2.938,0.469,1788095174.029
still,163814,0.0376,0.0149,-1.0525,4.406,3.062,0.594,1788095174.034
still,163819,0.0376,0.0156,-1.0564,4.438,3.156,0.562,1788095174.039
still,163824,0.0381,0.0161,-1.0586,4.531,3.156,0.375,1788095174.044
still,163828,0.0388,0.0161,-1.0581,4.625,3.062,0.094,1788095174.048
still,163833,0.0391,0.0154,-1.0549,4.656,2.938,-0.125,1788095174.052
still,163837,0.0388,0.0142,-1.0508,4.656,2.750,-0.250,1788095174.057
still,163842,0.0383,0.0132,-1.0474,4.594,2.625,-0.219,1788095174.061
still,163846,0.0376,0.0125,-1.0461,4.469,2.594,-0.094,1788095174.066
still,163851,0.0374,0.0125,-1.0471,4.406,2.656,0.000,1788095174.071
still,163855,0.0371,0.0127,-1.0496,4.375,2.688,0.000,1788095174.075
still,163860,0.0371,0.0127,-1.0520,4.406,2.688,-0.062,1788095174.080
still,163864,0.0369,0.0127,-1.0535,4.469,2.656,-0.125,1788095174.084
still,163869,0.0366,0.0127,-1.0540,4.469,2.562,-0.156,1788095174.088
still,163873,0.0364,0.0127,-1.0540,4.469,2.500,-0.156,1788095174.093
still,163878,0.0364,0.0127,-1.0537,4.438,2.531,-0.156,1788095174.098
still,163883,0.0364,0.0129,-1.0535,4.438,2.625,-0.188,1788095174.103
still,163887,0.0369,0.0132,-1.0525,4.438,2.719,-0.219,1788095174.107
still,163909,0.0371,0.0139,-1.0486,4.469,2.625,0.000,1788095174.128
still,163912,0.0374,0.0144,-1.0486,4.469,2.625,0.000,1788095174.131
still,163915,0.0378,0.0151,-1.0508,4.344,2.562,-0.125,1788095174.134
still,163919,0.0381,0.0156,-1.0535,4.281,2.531,-0.250,1788095174.138
still,163924,0.0386,0.0161,-1.0552,4.344,2.594,-0.281,1788095174.143
still,163928,0.0388,0.0161,-1.0554,4.406,2.656,-0.219,1788095174.148
still,163932,0.0388,0.0161,-1.0544,4.406,2.719,-0.156,1788095174.152
still,163937,0.0388,0.0156,-1.0530,4.375,2.719,-0.031,1788095174.157
still,163941,0.0383,0.0151,-1.0515,4.375,2.719,0.125,1788095174.161
still,163946,0.0374,0.0146,-1.0505,4.375,2.719,0.312,1788095174.166
still,163951,0.0361,0.0142,-1.0500,4.438,2.750,0.406,1788095174.171
still,163955,0.0352,0.0139,-1.0500,4.469,2.750,0.375,1788095174.175
still,163960,0.0347,0.0139,-1.0500,4.438,2.719,0.281,1788095174.179
still,163964,0.0347,0.0137,-1.0503,4.375,2.625,0.156,1788095174.184
still,163969,0.0347,0.0134,-1.0508,4.406,2.562,0.062,1788095174.189
still,163973,0.0352,0.0132,-1.0518,4.438,2.562,0.062,1788095174.193
still,163978,0.0356,0.0127,-1.0527,4.469,2.656,0.062,1788095174.197
still,163982,0.0359,0.0125,-1.0532,4.531,2.812,0.031,1788095174.202
still,163987,0.0364,0.0122,-1.0535,4.594,2.906,-0.031,1788095174.207
still,163991,0.0371,0.0122,-1.0532,4.625,2.938,-0.125,1788095174.211
still,163996,0.0381,0.0120,-1.0527,4.625,2.812,-0.188,1788095174.216
still,164001,0.0391,0.0117,-1.0518,4.562,2.656,-0.250,1788095174.220
still,164005,0.0398,0.0120,-1.0505,4.500,2.562,-0.250,1788095174.225
still,164010,0.0400,0.0127,-1.0496,4.438,2.562,-0.125,1788095174.229
still,164014,0.0400,0.0137,-1.0496,4.406,2.562,0.062,1788095174.234
still,164019,0.0396,0.0146,-1.0505,4.344,2.594,0.250,1788095174.238
still,164023,0.0391,0.0154,-1.0522,4.281,2.594,0.250,1788095174.243
still,164028,0.0386,0.0154,-1.0537,4.219,2.625,0.156,1788095174.248
still,164032,0.0378,0.0151,-1.0542,4.188,2.688,-0.031,1788095174.252
still,164037,0.0371,0.0149,-1.0535,4.156,2.750,-0.125,1788095174.257
still,164041,0.0366,0.0146,-1.0520,4.125,2.812,-0.125,1788095174.262
still,164046,0.0364,0.0144,-1.0503,4.125,2.812,-0.094,1788095174.266
still,164050,0.0364,0.0142,-1.0491,4.156,2.781,-0.125,1788095174.270
still,164055,0.0369,0.0139,-1.0483,4.188,2.719,-0.156,1788095174.275
still,164059,0.0374,0.0139,-1.0483,4.250,2.656,-0.219,1788095174.279
still,164064,0.0374,0.0139,-1.0491,4.344,2.625,-0.219,1788095174.284
still,164069,0.0374,0.0142,-1.0500,4.438,2.656,-0.219,1788095174.289
still,164073,0.0371,0.0139,-1.0508,4.469,2.719,-0.219,1788095174.294
still,164078,0.0369,0.0134,-1.0513,4.500,2.781,-0.281,1788095174.298
still,164082,0.0366,0.0129,-1.0520,4.531,2.781,-0.281,1788095174.302
still,164087,0.0366,0.0122,-1.0525,4.562,2.719,-0.188,1788095174.306
still,164091,0.0366,0.0117,-1.0525,4.562,2.625,0.000,1788095174.311
still,164112,0.0371,0.0125,-1.0500,4.469,2.875,0.219,1788095174.333
still,164115,0.0369,0.0134,-1.0498,4.469,2.875,0.219,1788095174.335
still,164119,0.0369,0.0144,-1.0503,4.469,2.812,0.250,1788095174.339
still,164123,0.0366,0.0151,-1.0513,4.469,2.750,0.281,1788095174.343
still,164128,0.0369,0.0156,-1.0525,4.469,2.719,0.281,1788095174.348
still,164132,0.0369,0.0159,-1.0537,4.531,2.781,0.219,1788095174.352
still,164137,0.0371,0.0159,-1.0544,4.656,2.844,0.188,1788095174.357
still,164142,0.0374,0.0156,-1.0542,4.781,2.938,0.188,1788095174.362
still,164146,0.0374,0.0154,-1.0537,4.844,2.938,0.188,1788095174.366
still,164151,0.0376,0.0151,-1.0525,4.844,2.938,0.156,1788095174.371
still,164155,0.0378,0.0151,-1.0515,4.781,2.906,0.125,1788095174.375
still,164159,0.0381,0.0149,-1.0505,4.625,2.906,0.062,1788095174.379
still,164164,0.0383,0.0146,-1.0500,4.469,2.938,0.031,1788095174.384
still,164169,0.0386,0.0142,-1.0498,4.344,2.938,0.031,1788095174.388
