label,n_samples,peak_mag_g,ax_mean,ax_std,ax_min,ax_max,ay_mean,ay_std,ay_min,ay_max,az_mean,az_std,az_min,az_max,gx_mean,gx_std,gx_min,gx_max,gy_mean,gy_std,gy_min,gy_max,gz_mean,gz_std,gz_min,gz_max
still,104,0.0798310099270163,0.09276346153846153,0.007262125903145448,0.0813,0.1125,-0.040878846153846154,0.004268819713405817,-0.052,-0.033,-1.0481798076923077,0.010921198333513623,-1.0747,-1.0256,4.906567307692308,1.6941119738922392,1.688,8.469,2.0747980769230767,2.1314351267659277,-2.062,6.75,-0.40015384615384614,0.8131543373378518,-1.781,1.125
still,100,0.13129812604812519,0.19453700000000002,0.05226354686586053,0.0967,0.281,-0.090261,0.04630839642008779,-0.1826,-0.0063,-1.042634,0.02213840202001942,-1.0945,-0.9995,20.07909,7.841373291834792,8.594,45.469,24.604380000000003,7.543131369371741,6.062,37.031,2.85498,4.738099901817183,-5.875,11.906
still,104,0.5051378840491658,0.4333663461538461,0.16072340945919442,0.219,0.739,-0.4551759615384615,0.21952500010739634,-0.8003,-0.1724,-0.8739423076923077,0.3372999166720654,-1.272,-0.1133,151.26625,74.21662984320733,39.125,246.375,43.84796153846154,28.908880672036734,-11.656,104.312,43.31549038461538,39.42743713822101,-6.219,95.531
still,98,-0.00996894998187059,0.13934081632653061,0.041690741488539435,0.064,0.2402,-0.7863591836734694,0.03137982205154567,-0.8479,-0.7239,0.3267826530612245,0.18444962866704354,-0.1863,0.5598,94.98664285714287,58.64785787243648,12.125,209.344,10.90334693877551,14.107865980817039,-20.562,38.625,7.719357142857143,20.461448940380443,-16.344,62.188
still,103,-0.013145228516373897,0.1440233009708738,0.020782555249435147,0.1084,0.2073,-0.8390067961165049,0.01850684083511542,-0.8667,-0.7905,0.4619592233009709,0.032460800667563065,0.3889,0.5437,-1.007242718446602,6.173178935069736,-12.062,12.344,7.142592233009709,3.025235673839275,-2.5,13.875,0.30402912621359224,3.0600278964916323,-3.688,7.781
still,99,-0.01349156617898084,0.14066060606060607,0.007713333833344032,0.1252,0.1602,-0.8679151515151514,0.014710961786851834,-0.885,-0.8428,0.4212131313131313,0.014144318532914006,0.3979,0.4465,2.6600202020202017,4.344588411373204,-7.125,10.219,-0.036010101010101,1.7201494796154204,-4.156,2.875,-0.6237070707070707,1.385851918660524,-3.406,1.906
still,103,-0.005052579278683744,0.14265825242718447,0.02337543945600859,0.1062,0.1833,-0.8654766990291262,0.014851538470099117,-0.885,-0.8167,0.4200660194174758,0.030731478922699472,0.3555,0.4824,-8.485398058252427,21.971301035907764,-86.062,8.406,-3.9857864077669904,8.6098143667623,-34.656,4.531,-4.242718446601942,10.791218035408143,-36.906,3.531
still,100,0.26931731257396785,0.222755,0.09550501387361818,0.0447,0.4243,-0.567344,0.182778282801869,-0.8264,-0.2512,-0.391652,0.5700689502998738,-1.196,0.498,-196.58064,60.18335677536108,-277.094,-89.25,-77.42905,48.21617845897267,-173.938,14.969,-16.68627,20.63113048616338,-57.25,12.812
still,104,0.3161681769439648,0.20427692307692308,0.06372891692215557,0.1392,0.405,-0.12888173076923076,0.0586826533214935,-0.2571,-0.0583,-1.1298067307692308,0.05884522440662434,-1.2739,-1.0552,-28.3675,30.9604307808308,-91.531,8.562,-6.354576923076923,13.300439317999054,-34.531,28.188,8.33773076923077,7.498663806909419,0.062,27.469
still,101,0.09515053303187515,0.1652920792079208,0.015650803814287944,0.1326,0.1943,-0.07490495049504951,0.008338226136089089,-0.0928,-0.0596,-1.0436821782178218,0.01716564838170344,-1.0789,-1.0129,6.1512772277227725,3.3443014310553183,0.0,12.344,-0.5386237623762377,2.6239430077557326,-5.281,3.75,-1.399148514851485,1.6866183601499256,-5.969,1.906
